Category,GP,G,Freq%,FGM,FGA,FG%,eFG%,2Freq%,2FGM,2FGA,2FG%,3Freq%,3PM,3PA,3P%
"0 Dribbles",16,16,32.7,3.0,5.6,53.9,65.7,15.8,1.7,2.7,62.8,16.9,1.3,2.9,45.7
"1 Dribble",16,16,13.2,1.0,2.3,44.4,48.6,7.4,0.8,1.3,65.0,5.9,0.2,1.0,18.8
"2 Dribbles",16,14,12.1,1.0,2.1,48.5,56.1,9.6,0.7,1.6,42.3,2.6,0.3,0.4,71.4
"3-6 Dribbles",16,16,24.3,2.1,4.1,50.0,53.0,20.2,1.8,3.4,52.7,4.0,0.3,0.7,36.4
"7+ Dribbles",16,15,17.6,1.6,3.0,54.2,59.4,14.0,1.3,2.4,55.3,3.7,0.3,0.6,50.0
