Player,Team,FREQ R%,PASS,AST,FGM,FGA,FG%,2FGM,2FGA,2FG%,3FGM,3FGA,3FG%
"Hauser, Sam",BOS,2.4,0.6,0.1,0.1,0.1,100.0,0.1,0.1,100,0.0,0.0,-
"Tillman, Xavier",BOS,1.2,0.3,0.1,0.1,0.1,50.0,0.0,0.0,-,0.1,0.1,50.0
"Pritchard, Payton",BOS,6.7,1.6,0.4,0.4,0.4,83.3,0.2,0.3,75.0,0.1,0.1,100
"Queta, Neemias",BOS,1.5,0.4,0.0,0.0,0.1,0.0,0.0,0.0,-,0.0,0.1,0.0
"Kornet, Luke",BOS,0.9,0.2,0.1,0.1,0.1,100.0,0.0,0.0,-,0.1,0.1,100
"White, Derrick",BOS,25.0,5.9,0.6,0.6,1.4,42.1,0.1,0.4,40.0,0.4,1.0,42.9
"Tatum, Jayson",BOS,32.3,7.6,0.9,1.0,2.5,40.0,0.4,0.6,62.5,0.6,1.9,33.3
"Brown, Jaylen",BOS,15.2,3.6,0.6,0.6,1.0,57.1,0.1,0.2,66.7,0.4,0.8,54.5
"Holiday, Jrue",BOS,14.6,3.4,0.6,0.6,1.4,47.4,0.1,0.3,50.0,0.5,1.1,46.7
