Category,GP,G,Freq%,FGM,FGA,FG%,eFG%,2Freq%,2FGM,2FGA,2FG%,3Freq%,3PM,3PA,3P%
0 Dribbles,16,14,53.2,0.6,2.1,30.3,40.9,4.8,0.2,0.2,100,48.4,0.4,1.9,23.3
1 Dribble,16,4,6.5,0.0,0.3,0.0,0.0,1.6,0.0,0.1,0.0,4.8,0.0,0.2,0.0
2 Dribbles,16,6,11.3,0.3,0.4,57.1,57.1,9.7,0.3,0.4,66.7,1.6,0.0,0.1,0.0
3-6 Dribbles,16,8,17.7,0.3,0.7,36.4,40.9,14.5,0.2,0.6,33.3,3.2,0.1,0.1,50.0
7+ Dribbles,16,5,11.3,0.1,0.4,14.3,14.3,6.5,0.1,0.3,25.0,4.8,0.0,0.2,0.0
