Category,GP,G,Freq%,FGM,FGA,FG%,eFG%,2Freq%,2FGM,2FGA,2FG%,3Freq%,3PM,3PA,3P%
Catch and Shoot,16,16,34.7,1.6,4.7,34.7,51.3,0.5,0.1,0.1,100,34.3,1.6,4.6,33.8
Pull Ups,16,16,32.9,1.9,4.4,42.3,54.9,12.0,0.8,1.6,46.2,20.8,1.1,2.8,40.0
Less than 10 ft,16,15,31.9,2.4,4.3,56.5,56.5,31.9,2.4,4.3,56.5,0.0,0.0,0.0,-
Other,16,1,0.5,0.1,0.1,100,150.0,0.0,0.0,0.0,-,0.5,0.1,0.1,100
