Category,GP,G,Freq%,FGM,FGA,FG%,eFG%,2Freq%,2FGM,2FGA,2FG%,3Freq%,3PM,3PA,3P%
0 Dribbles,16,16,42.1,2.4,5.7,41.8,56.0,7.4,0.8,1.0,75.0,34.7,1.6,4.7,34.7
1 Dribble,16,12,9.3,0.6,1.3,50.0,62.5,3.7,0.3,0.5,62.5,5.6,0.3,0.8,41.7
2 Dribbles,16,9,6.9,0.6,0.9,66.7,73.3,4.2,0.5,0.6,88.9,2.8,0.1,0.4,33.3
3-6 Dribbles,16,16,29.2,1.7,3.9,42.9,48.4,21.3,1.3,2.9,43.5,7.9,0.4,1.1,41.2
7+ Dribbles,16,13,12.5,0.7,1.7,40.7,48.1,7.9,0.4,1.1,41.2,4.6,0.3,0.6,40.0
