Category,GP,G,Freq%,FGM,FGA,FG%,eFG%,2Freq%,2FGM,2FGA,2FG%,3Freq%,3PM,3PA,3P%
0 Dribbles,15,15,71.2,1.9,4.9,37.8,54.1,6.7,0.3,0.5,57.1,64.4,1.6,4.5,35.8
1 Dribble,15,10,18.3,0.5,1.3,36.8,50.0,2.9,0.1,0.2,66.7,15.4,0.3,1.1,31.3
2 Dribbles,15,3,2.9,0.1,0.2,66.7,66.7,2.9,0.1,0.2,66.7,0.0,0.0,0.0,-
3-6 Dribbles,15,7,6.7,0.4,0.5,85.7,92.9,4.8,0.3,0.3,100,1.9,0.1,0.1,50.0
7+ Dribbles,15,1,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,-,1.0,0.0,0.1,0.0
