Category,GP,G,Freq%,FGM,FGA,FG%,eFG%,2Freq%,2FGM,2FGA,2FG%,3Freq%,3PM,3PA,3P%
0 Dribbles,15,15,51.7,6.3,9.9,63.5,67.9,41.3,5.4,7.9,68.6,10.5,0.9,2.0,43.3
1 Dribble,15,14,16.4,1.3,3.1,42.6,42.6,15.7,1.3,3.0,44.4,0.7,0.0,0.1,0.0
2 Dribbles,15,14,14.3,1.5,2.7,53.7,53.7,14.3,1.5,2.7,53.7,0.0,0.0,0.0,-
3-6 Dribbles,15,12,12.6,0.9,2.4,38.9,38.9,12.6,0.9,2.4,38.9,0.0,0.0,0.0,-
7+ Dribbles,15,10,4.9,0.6,0.9,64.3,64.3,4.9,0.6,0.9,64.3,0.0,0.0,0.0,-
