Category,GP,G,Freq%,FGM,FGA,FG%,eFG%,2Freq%,2FGM,2FGA,2FG%,3Freq%,3PM,3PA,3P%
Overall,15,15,100,10.6,19.1,55.6,57.9,88.8,9.7,16.9,57.5,11.2,0.9,2.1,40.6
