Category,GP,G,Freq%,FGM,FGA,FG%,eFG%,2Freq%,2FGM,2FGA,2FG%,3Freq%,3PM,3PA,3P%
Catch and Shoot,12,12,16.1,1.6,3.1,51.4,67.6,5.2,0.6,1.0,58.3,10.9,1.0,2.1,48.0
Pull Ups,12,12,15.2,0.9,2.9,31.4,31.4,14.3,0.9,2.8,33.3,0.9,0.0,0.2,0.0
Less than 10 ft,12,12,67.0,8.3,12.8,64.3,64.3,67.0,8.3,12.8,64.3,0.0,0.0,0.0,-
Other,12,3,1.7,0.0,0.3,0.0,0.0,1.3,0.0,0.3,0.0,0.4,0.0,0.1,0.0
