Category,GP,G,Freq%,FGM,FGA,FG%,eFG%,2Freq%,2FGM,2FGA,2FG%,3Freq%,3PM,3PA,3P%
0 Dribbles,16,14,86.1,2.5,3.9,64.5,64.5,83.3,2.5,3.8,66.7,2.8,0.0,0.1,0.0
1 Dribble,16,4,9.7,0.4,0.4,85.7,85.7,9.7,0.4,0.4,85.7,0.0,0.0,0.0,-
2 Dribbles,16,1,2.8,0.0,0.1,0.0,0.0,2.8,0.0,0.1,0.0,0.0,0.0,0.0,-
3-6 Dribbles,16,1,1.4,0.0,0.1,0.0,0.0,1.4,0.0,0.1,0.0,0.0,0.0,0.0,-
