OVERALL,GP,MIN,PTS,W,L,WIN%,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
2024-25,18,48.8,120.2,15,3,.833,41.4,89.8,46.1,18.9,50.6,37.5,18.4,22.7,80.9,10.0,32.8,42.8,26.0,11.7,7.4,5.4,16.8,10.7
