Category,GP,Freq%,FGM,FGA,FG%,eFG%,2Freq%,2FGM,2FGA,2FG%,3Freq%,3PM,3PA,3P%
Totals,18,100,41.4,89.8,46.1,56.7,43.7,22.5,39.3,57.3,56.3,18.9,50.6,37.5
