Category,GP,G,Freq%,FGM,FGA,FG%,eFG%,2Freq%,2FGM,2FGA,2FG%,3Freq%,3PM,3PA,3P%
0 Dribbles,16,16,71.5,3.0,5.8,51.6,68.3,14.6,1.1,1.2,89.5,56.9,1.9,4.6,41.9
3-6 Dribbles,16,11,11.5,0.4,0.9,46.7,46.7,11.5,0.4,0.9,46.7,0.0,0.0,0.0,-
2 Dribbles,16,9,10.0,0.4,0.8,46.2,53.8,8.5,0.3,0.7,36.4,1.5,0.1,0.1,100
1 Dribble,16,5,3.8,0.3,0.3,80.0,100,2.3,0.1,0.2,66.7,1.5,0.1,0.1,100
7+ Dribbles,16,3,3.1,0.1,0.3,50.0,62.5,1.5,0.1,0.1,50.0,1.5,0.1,0.1,50.0
