Category,GP,G,Freq%,FGM,FGA,FG%,eFG%,2Freq%,2FGM,2FGA,2FG%,3Freq%,3PM,3PA,3P%
0 Dribbles, 10, 7, 67.9, 1.3, 1.9, 68.4, 92.1, 21.4, 0.4, 0.6, 66.7, 46.4, 0.9, 1.3, 69.2
1 Dribble, 10, 2, 10.7, 0.0, 0.3, 0.0, 0.0, 7.1, 0.0, 0.2, 0.0, 3.6, 0.0, 0.1, 0.0
2 Dribbles, 10, 2, 7.1, 0.2, 0.2, 100, 100, 7.1, 0.2, 0.2, 100, 0.0, 0.0, 0.0, -
3-6 Dribbles, 10, 4, 14.3, 0.3, 0.4, 75.0, 75.0, 14.3, 0.3, 0.4, 75.0, 0.0, 0.0, 0.0, -
