Category,GP,G,Freq%,FGM,FGA,FG%,eFG%,2Freq%,2FGM,2FGA,2FG%,3Freq%,3PM,3PA,3P%
"0 Dribbles",10,9,91.2,2.3,3.1,74.2,74.2,91.2,2.3,3.1,74.2,0.0,0.0,0.0,-
"1 Dribble",10,2,5.9,0.0,0.2,0.0,0.0,5.9,0.0,0.2,0.0,0.0,0.0,0.0,-
"3-6 Dribbles",10,1,2.9,0.1,0.1,100,100,2.9,0.1,0.1,100,0.0,0.0,0.0,-
