Category,GP,G,Freq%,FGM,FGA,FG%,eFG%,2Freq%,2FGM,2FGA,2FG%,3Freq%,3PM,3PA,3P%
0 Dribbles,16,16,43.0,1.5,4.4,33.8,44.4,7.3,0.6,0.8,75.0,35.8,0.9,3.7,25.4
1 Dribble,16,11,9.7,0.3,1.0,31.3,43.8,3.6,0.1,0.4,16.7,6.1,0.3,0.6,40.0
2 Dribbles,16,9,8.5,0.5,0.9,57.1,57.1,7.3,0.5,0.8,66.7,1.2,0.0,0.1,0.0
3-6 Dribbles,16,16,28.5,1.2,2.9,40.4,43.6,21.2,1.0,2.2,45.7,7.3,0.2,0.8,25.0
7+ Dribbles,16,10,10.3,0.4,1.1,41.2,52.9,6.1,0.2,0.6,30.0,4.2,0.3,0.4,57.1
