Category,GP,G,Freq%,FGM,FGA,FG%,eFG%,2Freq%,2FGM,2FGA,2FG%,3Freq%,3PM,3PA,3P%
0 Dribbles,18,18,24.1,2.3,4.8,48.8,65.1,6.2,0.8,1.2,63.6,17.9,1.6,3.6,43.8
1 Dribble,18,18,14.8,1.3,2.9,43.4,53.8,5.3,0.7,1.1,63.2,9.5,0.6,1.9,32.4
2 Dribbles,18,17,12.0,1.3,2.4,55.8,66.3,6.7,0.8,1.3,62.5,5.3,0.5,1.1,47.4
3-6 Dribbles,18,18,31.7,2.4,6.3,38.1,42.5,18.2,1.8,3.6,50.8,13.4,0.6,2.7,20.8
7+ Dribbles,18,17,17.4,1.6,3.4,46.8,58.1,9.5,0.8,1.9,44.1,7.8,0.8,1.6,50.0
